Date,Open,High,Low,Close,Adj Close,Volume
2020-08-01,0.000000,0.000000,0.000000,0.000000,0.000000,1226400
2020-08-02,0.000000,0.000000,0.000000,0.000000,0.000000,147428
2020-08-03,0.000000,0.000000,0.000000,0.000000,0.000000,98804
2020-08-04,0.000000,0.000000,0.000000,0.000000,0.000000,15067
2020-08-05,0.000000,0.000000,0.000000,0.000000,0.000000,20468
2020-08-06,0.000000,0.000000,0.000000,0.000000,0.000000,6628
2020-08-07,0.000000,0.000000,0.000000,0.000000,0.000000,13432
2020-08-08,0.000000,0.000000,0.000000,0.000000,0.000000,10554
2020-08-09,0.000000,0.000000,0.000000,0.000000,0.000000,3976
2020-08-10,0.000000,0.000000,0.000000,0.000000,0.000000,4669
2020-08-11,0.000000,0.000000,0.000000,0.000000,0.000000,2219
2020-08-12,0.000000,0.000000,0.000000,0.000000,0.000000,1432
2020-08-13,0.000000,0.000000,0.000000,0.000000,0.000000,1319
2020-08-14,0.000000,0.000000,0.000000,0.000000,0.000000,2726
2020-08-15,0.000000,0.000000,0.000000,0.000000,0.000000,1130
2020-08-16,0.000000,0.000000,0.000000,0.000000,0.000000,386
2020-08-17,0.000000,0.000000,0.000000,0.000000,0.000000,414
2020-08-18,0.000000,0.000000,0.000000,0.000000,0.000000,116
2020-08-19,0.000000,0.000000,0.000000,0.000000,0.000000,2602
2020-08-20,0.000000,0.000000,0.000000,0.000000,0.000000,1556
2020-08-21,0.000000,0.000000,0.000000,0.000000,0.000000,3739
2020-08-22,0.000000,0.000000,0.000000,0.000000,0.000000,6127
2020-08-23,0.000000,0.000000,0.000000,0.000000,0.000000,583
2020-08-24,0.000000,0.000000,0.000000,0.000000,0.000000,24
2020-08-25,0.000000,0.000000,0.000000,0.000000,0.000000,287
2020-08-26,0.000000,0.000000,0.000000,0.000000,0.000000,450
2020-08-27,0.000000,0.000000,0.000000,0.000000,0.000000,1821
2020-08-28,0.000000,0.000000,0.000000,0.000000,0.000000,5562
2020-08-29,0.000000,0.000000,0.000000,0.000000,0.000000,3139
2020-08-30,0.000000,0.000000,0.000000,0.000000,0.000000,30402
2020-08-31,0.000000,0.000000,0.000000,0.000000,0.000000,4978
2020-09-01,0.000000,0.000000,0.000000,0.000000,0.000000,12224
2020-09-02,0.000000,0.000000,0.000000,0.000000,0.000000,46275
2020-09-03,0.000000,0.000000,0.000000,0.000000,0.000000,53247
2020-09-04,0.000000,0.000000,0.000000,0.000000,0.000000,27580
2020-09-05,0.000000,0.000000,0.000000,0.000000,0.000000,9097
2020-09-06,0.000000,0.000000,0.000000,0.000000,0.000000,11725
2020-09-07,0.000000,0.000000,0.000000,0.000000,0.000000,4310
2020-09-08,0.000000,0.000000,0.000000,0.000000,0.000000,3350
2020-09-09,0.000000,0.000000,0.000000,0.000000,0.000000,2302
2020-09-10,0.000000,0.000000,0.000000,0.000000,0.000000,512
2020-09-11,0.000000,0.000000,0.000000,0.000000,0.000000,62
2020-09-12,0.000000,0.000000,0.000000,0.000000,0.000000,569
2020-09-13,0.000000,0.000000,0.000000,0.000000,0.000000,545
2020-09-14,0.000000,0.000000,0.000000,0.000000,0.000000,687
2020-09-15,0.000000,0.000000,0.000000,0.000000,0.000000,333
2020-09-16,0.000000,0.000000,0.000000,0.000000,0.000000,78
2020-09-17,0.000000,0.000000,0.000000,0.000000,0.000000,1002
2020-09-18,0.000000,0.000000,0.000000,0.000000,0.000000,224
2020-09-19,0.000000,0.000000,0.000000,0.000000,0.000000,2762
2020-09-20,0.000000,0.000000,0.000000,0.000000,0.000000,2162
2020-09-21,0.000000,0.000000,0.000000,0.000000,0.000000,1467
2020-09-22,0.000000,0.000000,0.000000,0.000000,0.000000,367
2020-09-23,0.000000,0.000000,0.000000,0.000000,0.000000,397
2020-09-24,0.000000,0.000000,0.000000,0.000000,0.000000,134
2020-09-25,0.000000,0.000000,0.000000,0.000000,0.000000,162
2020-09-26,0.000000,0.000000,0.000000,0.000000,0.000000,195
2020-09-27,0.000000,0.000000,0.000000,0.000000,0.000000,1863
2020-09-28,0.000000,0.000000,0.000000,0.000000,0.000000,497
2020-09-29,0.000000,0.000000,0.000000,0.000000,0.000000,194
2020-09-30,0.000000,0.000000,0.000000,0.000000,0.000000,396
2020-10-01,0.000000,0.000000,0.000000,0.000000,0.000000,237
2020-10-02,0.000000,0.000000,0.000000,0.000000,0.000000,6918
2020-10-03,0.000000,0.000000,0.000000,0.000000,0.000000,7009
2020-10-04,0.000000,0.000000,0.000000,0.000000,0.000000,7118
2020-10-05,0.000000,0.000000,0.000000,0.000000,0.000000,2023
2020-10-06,0.000000,0.000000,0.000000,0.000000,0.000000,3052
2020-10-07,0.000000,0.000000,0.000000,0.000000,0.000000,3938
2020-10-08,0.000000,0.000000,0.000000,0.000000,0.000000,578
2020-10-09,0.000000,0.000000,0.000000,0.000000,0.000000,918
2020-10-10,0.000000,0.000000,0.000000,0.000000,0.000000,233
2020-10-11,0.000000,0.000000,0.000000,0.000000,0.000000,8
2020-10-12,0.000000,0.000000,0.000000,0.000000,0.000000,83
2020-10-13,0.000000,0.000000,0.000000,0.000000,0.000000,938
2020-10-14,0.000000,0.000000,0.000000,0.000000,0.000000,41
2020-10-15,0.000000,0.000000,0.000000,0.000000,0.000000,20
2020-10-16,0.000000,0.000000,0.000000,0.000000,0.000000,139
2020-10-17,0.000000,0.000000,0.000000,0.000000,0.000000,35
2020-10-18,0.000000,0.000000,0.000000,0.000000,0.000000,3
2020-10-19,0.000000,0.000000,0.000000,0.000000,0.000000,45
2020-10-20,0.000000,0.000000,0.000000,0.000000,0.000000,397
2020-10-21,0.000000,0.000000,0.000000,0.000000,0.000000,407
2020-10-22,0.000000,0.000000,0.000000,0.000000,0.000000,22
2020-10-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-27,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-28,0.000000,0.000000,0.000000,0.000000,0.000000,354
2020-10-29,0.000000,0.000000,0.000000,0.000000,0.000000,10
2020-10-30,0.000000,0.000000,0.000000,0.000000,0.000000,65
2020-10-31,0.000000,0.000000,0.000000,0.000000,0.000000,132
2020-11-01,0.000000,0.000000,0.000000,0.000000,0.000000,1
2020-11-02,0.000000,0.000000,0.000000,0.000000,0.000000,512
2020-11-03,0.000000,0.000000,0.000000,0.000000,0.000000,327
2020-11-04,0.000000,0.000000,0.000000,0.000000,0.000000,28
2020-11-05,0.000000,0.000000,0.000000,0.000000,0.000000,151
2020-11-06,0.000000,0.000000,0.000000,0.000000,0.000000,8
2020-11-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-08,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-09,0.000000,0.000000,0.000000,0.000000,0.000000,47
2020-11-10,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-11,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-12,0.000000,0.000000,0.000000,0.000000,0.000000,1047
2020-11-13,0.000000,0.000000,0.000000,0.000000,0.000000,540
2020-11-14,0.000000,0.000000,0.000000,0.000000,0.000000,103
2020-11-15,0.000000,0.000000,0.000000,0.000000,0.000000,7
2020-11-16,0.000000,0.000000,0.000000,0.000000,0.000000,28
2020-11-17,0.000000,0.000000,0.000000,0.000000,0.000000,6
2020-11-18,0.000000,0.000000,0.000000,0.000000,0.000000,7
2020-11-19,0.000000,0.000000,0.000000,0.000000,0.000000,1
2020-11-20,0.000000,0.000000,0.000000,0.000000,0.000000,119
2020-11-21,0.000000,0.000000,0.000000,0.000000,0.000000,45
2020-11-22,0.000000,0.000000,0.000000,0.000000,0.000000,63
2020-11-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-11-27,0.000000,0.000000,0.000000,0.000000,0.000000,7
2020-11-28,0.000000,0.000000,0.000000,0.000000,0.000000,1037
2020-11-29,0.000000,0.000000,0.000000,0.000000,0.000000,6
2020-11-30,0.000000,0.000000,0.000000,0.000000,0.000000,116
2020-12-01,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-02,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-03,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-04,0.000000,0.000000,0.000000,0.000000,0.000000,27
2020-12-05,0.000000,0.000000,0.000000,0.000000,0.000000,9
2020-12-06,0.000000,0.000000,0.000000,0.000000,0.000000,5
2020-12-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-08,0.000000,0.000000,0.000000,0.000000,0.000000,15
2020-12-09,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-10,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-11,0.000000,0.000000,0.000000,0.000000,0.000000,54
2020-12-12,0.000000,0.000000,0.000000,0.000000,0.000000,5
2020-12-13,0.000000,0.000000,0.000000,0.000000,0.000000,16
2020-12-14,0.000000,0.000000,0.000000,0.000000,0.000000,260
2020-12-15,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-16,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-17,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-18,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-19,0.000000,0.000000,0.000000,0.000000,0.000000,10
2020-12-20,0.000000,0.000000,0.000000,0.000000,0.000000,2
2020-12-21,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-22,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-26,0.000000,0.000000,0.000000,0.000000,0.000000,7
2020-12-27,0.000000,0.000000,0.000000,0.000000,0.000000,157
2020-12-28,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-29,0.000000,0.000000,0.000000,0.000000,0.000000,88
2020-12-30,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-12-31,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-01,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-02,0.000000,0.000000,0.000000,0.000000,0.000000,57
2021-01-03,0.000000,0.000000,0.000000,0.000000,0.000000,1
2021-01-04,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-05,0.000000,0.000000,0.000000,0.000000,0.000000,13
2021-01-06,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-07,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-08,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-09,0.000000,0.000000,0.000000,0.000000,0.000000,148
2021-01-10,0.000000,0.000000,0.000000,0.000000,0.000000,150
2021-01-11,0.000000,0.000000,0.000000,0.000000,0.000000,49
2021-01-12,0.000000,0.000000,0.000000,0.000000,0.000000,91
2021-01-13,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-14,0.000000,0.000000,0.000000,0.000000,0.000000,452
2021-01-15,0.000000,0.000000,0.000000,0.000000,0.000000,458
2021-01-16,0.000000,0.000000,0.000000,0.000000,0.000000,902
2021-01-17,0.000000,0.000000,0.000000,0.000000,0.000000,35
2021-01-18,0.000000,0.000000,0.000000,0.000000,0.000000,33
2021-01-19,0.000000,0.000000,0.000000,0.000000,0.000000,6
2021-01-20,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-21,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-22,0.000000,0.000000,0.000000,0.000000,0.000000,38
2021-01-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2021-01-25,0.000000,0.000000,0.000000,0.000000,0.000000,346
2021-01-26,0.000000,0.000000,0.000000,0.000000,0.000000,96
2021-01-27,0.000000,0.000000,0.000000,0.000000,0.000000,28
2021-01-28,0.000000,0.000000,0.000000,0.000000,0.000000,10
2021-01-29,0.000000,0.000000,0.000000,0.000000,0.000000,382
2021-01-30,0.000000,0.000000,0.000000,0.000000,0.000000,4166042
2021-01-31,0.000000,0.000000,0.000000,0.000000,0.000000,17464449
2021-02-01,0.000000,0.000000,0.000000,0.000000,0.000000,13648398
2021-02-02,0.000000,0.000000,0.000000,0.000000,0.000000,4070169
2021-02-03,0.000000,0.000000,0.000000,0.000000,0.000000,1964950
2021-02-04,0.000000,0.000000,0.000000,0.000000,0.000000,1319512
2021-02-05,0.000000,0.000000,0.000000,0.000000,0.000000,945396
2021-02-06,0.000000,0.000000,0.000000,0.000000,0.000000,433429
2021-02-07,0.000000,0.000000,0.000000,0.000000,0.000000,965119
2021-02-08,0.000000,0.000000,0.000000,0.000000,0.000000,4447497
2021-02-09,0.000000,0.000000,0.000000,0.000000,0.000000,827638
2021-02-10,0.000000,0.000000,0.000000,0.000000,0.000000,675106
2021-02-11,0.000000,0.000000,0.000000,0.000000,0.000000,406005
2021-02-12,0.000000,0.000000,0.000000,0.000000,0.000000,280802
2021-02-13,0.000000,0.000000,0.000000,0.000000,0.000000,180010
2021-02-14,0.000000,0.000000,0.000000,0.000000,0.000000,256254
2021-02-15,0.000000,0.000000,0.000000,0.000000,0.000000,134343
2021-02-16,0.000000,0.000000,0.000000,0.000000,0.000000,182619
2021-02-17,0.000000,0.000000,0.000000,0.000000,0.000000,97291
2021-02-18,0.000000,0.000000,0.000000,0.000000,0.000000,60911
2021-02-19,0.000000,0.000000,0.000000,0.000000,0.000000,75049
2021-02-20,0.000000,0.000000,0.000000,0.000000,0.000000,185486
2021-02-21,0.000000,0.000000,0.000000,0.000000,0.000000,88884
2021-02-22,0.000000,0.000000,0.000000,0.000000,0.000000,73213
2021-02-23,0.000000,0.000000,0.000000,0.000000,0.000000,24204
2021-02-24,0.000000,0.000000,0.000000,0.000000,0.000000,38867
2021-02-25,0.000000,0.000000,0.000000,0.000000,0.000000,22616
2021-02-26,0.000000,0.000000,0.000000,0.000000,0.000000,105705
2021-02-27,0.000000,0.000000,0.000000,0.000000,0.000000,346133
2021-02-28,0.000000,0.000000,0.000000,0.000000,0.000000,2742343
2021-03-01,0.000000,0.000000,0.000000,0.000000,0.000000,711536
2021-03-02,0.000000,0.000000,0.000000,0.000000,0.000000,378609
2021-03-03,0.000000,0.000000,0.000000,0.000000,0.000000,1025278
2021-03-04,0.000000,0.000000,0.000000,0.000000,0.000000,2521033
2021-03-05,0.000000,0.000000,0.000000,0.000000,0.000000,1523630
2021-03-06,0.000000,0.000000,0.000000,0.000000,0.000000,346845
2021-03-07,0.000000,0.000000,0.000000,0.000000,0.000000,438364
2021-03-08,0.000000,0.000000,0.000000,0.000000,0.000000,394774
2021-03-09,0.000000,0.000000,0.000000,0.000000,0.000000,522247
2021-03-10,0.000000,0.000000,0.000000,0.000000,0.000000,223219
2021-03-11,0.000000,0.000000,0.000000,0.000000,0.000000,270224
2021-03-12,0.000000,0.000000,0.000000,0.000000,0.000000,341423
2021-03-13,0.000000,0.000000,0.000000,0.000000,0.000000,922131
2021-03-14,0.000000,0.000000,0.000000,0.000000,0.000000,162929
2021-03-15,0.000000,0.000000,0.000000,0.000000,0.000000,8324391
2021-03-16,0.000000,0.000000,0.000000,0.000000,0.000000,4035200
2021-03-17,0.000000,0.000000,0.000000,0.000000,0.000000,2304380
2021-03-18,0.000000,0.000000,0.000000,0.000000,0.000000,1022427
2021-03-19,0.000000,0.000000,0.000000,0.000000,0.000000,1727808
2021-03-20,0.000000,0.000000,0.000000,0.000000,0.000000,840632
2021-03-21,0.000000,0.000000,0.000000,0.000000,0.000000,1325117
2021-03-22,0.000000,0.000000,0.000000,0.000000,0.000000,1028569
2021-03-23,0.000000,0.000000,0.000000,0.000000,0.000000,655923
2021-03-24,0.000000,0.000000,0.000000,0.000000,0.000000,393818
2021-03-25,0.000000,0.000000,0.000000,0.000000,0.000000,438130
2021-03-26,0.000000,0.000000,0.000000,0.000000,0.000000,524055
2021-03-27,0.000000,0.000000,0.000000,0.000000,0.000000,373320
2021-03-28,0.000000,0.000000,0.000000,0.000000,0.000000,829324
2021-03-29,0.000000,0.000000,0.000000,0.000000,0.000000,1700963
2021-03-30,0.000000,0.000000,0.000000,0.000000,0.000000,684863
2021-03-31,0.000000,0.000000,0.000000,0.000000,0.000000,741886
2021-04-01,0.000000,0.000000,0.000000,0.000000,0.000000,894929
2021-04-02,0.000000,0.000000,0.000000,0.000000,0.000000,906007
